ID,Tweet Content
2388,"""The lsraeli occupation forces invade a Jerusalemite football club to confiscate Palestinian and Moroccan flags. #FIFAWorldCup https://t.co/wp7hefK9dX"""
2389,"""Didier Deschamps says he ""prefers not to answer"" a question about a report that Karim #Benzema is rejoining the France squad ahead of the final.

🤐

#FIFAWorldCup https://t.co/HqIbJSh3Gw"""
2390,"""We’re back again: The #FIFAWorldCup finals 
Argentina 🇦🇷 vs France 🇫🇷 

We got the kits in our store @Epic_ug located at kokki towers opposite CPS 

At 75k player’s version 
And 55k Fans version 

Call 0752003020 
WhatsApp: 0783234240

#EpicJerseys https://t.co/OQUuOFubpE"""
2391,"""FIFA World Cup: France beats Morocco to reach final
https://t.co/mPVAZWk3jX via @DiplomaticIns

#TDI #FIFAWorldCup #Qatar2022 #FIFAWorldCupQatar2022 #MoroccoVsFrance #Mbappe

@FIFAWorldCup @FrenchTeam @equipedefrance @EnMaroc @KMbappe @FranceinPak"""
2392,"""This is top notch promotion guys. The King @iamsrk at his best!! The legend  @WayneRooney is promoting #Pathaan .. Can't get better than this... 
*Take that you haters, On your bloody face!!!!* Kudos to @yrf for this strategy.. All the best guys.. Love and care. #MausamBigadGaya"""
2393,"""Nobody markets/promotes a film like King Khan."""
2394,"""Because we care so much, it hurts so bad; but let's go and finish this #FIFAWorldCup campaign as winners! 🇭🇷❤️💪🏼 

#ARGCRO #Qatar2022 #Family #Vatreni❤️‍🔥 https://t.co/2JAmDZ1w8P"""
2395,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
2396,"""It's official #SRK to set the televisions on fire on 18 December from 7 pm during the finals of #FIFAWorldCup 2022 , an interaction of #SRK  with legendary footballers like #WayneRooney and others mainly showcasing #Pathaan is on the cards
https://t.co/JIgCCpIZby"""
2397,"""Missed BAYC? Don’t miss #FAFC WL Giveaway! #FIFA

Football is not just a game, but an emotion for billion of people ♥️

Complete Task Given Below for WL ⬇️

- RT + 👍 

- Register : https://t.co/zHj3qKAoCC

- Tag 3 frns 

- Join Discord : https://t.co/0OgjQ0ejMk

#FIFAWorldCup https://t.co/k7zlnsVk2S"""
2398,"""Whatever happening today in Europe can happen in India also tomorrow

If Modi govt doesn't take control on illegal Bangladeshi n immigrants Rohingya

Modi Sir
1. Bring CAA/NRC
2. Send back Rohingya

#FIFAWorldCup 
#riots https://t.co/baoyDzLMJ7"""
2399,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
2400,"""Nobody markets/promotes a film like King Khan."""
2401,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
2402,"""Proud 🇲🇦"""
2403,"""Here are some of the Best goals from the #FIFAWorldCup Round of 1️⃣6️⃣ https://t.co/Ck1wWrsR47"""
2404,"""The story continue…
#FIFAWorldCup https://t.co/KHLBWpHznE"""
2405,"""The problem is the religion not the game"""
2406,"""⏪ Leo Messi's last goal at a #FIFAWorldCup 🎨 

How many more will we see in #Qatar2022? https://t.co/2EILcP1e0m"""
2407,"""Argentina vs. France 🇦🇷🇫🇷 looking forward to a great final!
Congratulations to Morocco 🇲🇦 You can be proud of what you‘ve achieved! You have made #FIFAWorldCup history! 👏🏼"""
2408,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
2409,"""Unlucky Morocco. You did the Muslim world proud! 🇲🇦 ☪️ ❤

The better team didn't win. 

Alas, Islam, the Arab culture and Palestine are all the ultimate winners of this year's Qatar World Cup. 

#Morocco #Qatar2022 #Islam #FIFAWorldCup https://t.co/CtQhlyB9Kd"""
2410,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
2411,"""WORLD CUP FINAL WITH PATHAAN.
#SRK | #Pathaan | #FIFAWorldCup | #deepikapadukone | #ShahRukhKhan | #JohnAbraham | #MSAbollywood | #Messi https://t.co/9VD0SfI2Su"""
2412,"""Marketing Guru for a reason."""
2413,"""@iamsrk @WayneRooney @JioCinema @Sports18 #Pathaan 🤠

the great entering for #FIFAWorldCup we want to be proud to be associated with #FIFA and the goal is making you the world better!
congratulations #Pathaan 🤠 sahab! https://t.co/oqvXEpn0jQ"""
2414,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ"""
2415,"""We have been saved🤩🏆

Simply retweet if you believe Messi is the #GOAT𓃵 and his competitor is a just another mortal. 

#FIFAWorldCup https://t.co/b0cOd45sm7"""
2416,"""Tonight France plays Morocco in 2nd semi final of the #FIFAWorldCup

Irrespective of the result, there would be riots in Paris and few more cities of Europe which most of the world will conveniently ignore. God bless France. #FranceVsMorocco."""
2417,"""Ahead of as Spain. Who would have thought."""
2418,"""🤩 Another 10/10 display from Antoine Griezmann earns him tonight’s @Budweiser Player of the Match. In with a chance at the #FIFAWorldCup Golden Ball surely?

#FRAMAR #POTM #YoursToTake #BringHomeTheBud @budfootball https://t.co/ten0VGJ5Q7"""
2419,"""What a pass by Antoine Griezmann! No doubt why it is going to Griezmann vs #Messi𓃵 in the #FIFAWorldCup final. https://t.co/h1HFeapB0A"""
2420,"""Rioting breaks out in Lyon, France as Morocco was defeated by France in the #FIFAWorldCup. https://t.co/PktIBCTAeI"""
2421,"""The Universe loves gratitude.

#Rawalpindi #Imrankhan #blackhistorymonth #FIFAWorldCup #bitcoin"""
2422,"""Achraf Hakimi and Kylian Mbappé could be football’s best bromance 🥰

#FIFAWorldCup #OptusSport https://t.co/RrEk27Go6H"""
2423,"""When you have guest like Zakir Naik at the football world cup, this is inevitable!"""
2424,"""Wayne Rooney Promoting #Pathaan Woah Omg 🤯🤯"""
2425,"""Obsession"""
2426,"""Breakfast with a view of Stadium 974. It was one of the venues of this year's Worldcup in Qatar

#FIFAWorldCup #Qatar2022 #aBoyFromKakamega https://t.co/P4YsWCWYeo"""
2427,"""🇫🇷 Griezmann’s France vs Messi’s Argentina 🇦🇷 

🍻 Winner takes home their third #FIFAWorldCup and brings home the Bud! Roll on Sunday… 🙏

#Budweiser #POTM #YoursToTake #BringHomeTheBud @Budweiser @budfootball https://t.co/qQ4u4cC16W"""
2428,"""Official: A Manchester United player will return from Qatar as a #FIFAWorldCup winner

Congratulations to @raphaelvarane, who will face @LisandrMartinez in Sunday's final https://t.co/N0Zg5kpSoB"""
2429,"""It's official #SRK to set the televisions on fire on 18 December from 7 pm during the finals of #FIFAWorldCup    2022 , an interaction of #SRK  with legendary footballers like #WayneRooney and others mainly showcasing #Pathaan is on the cards https://t.co/2iHezXhr5T"""
2430,"""KING KHAN to promote PATHAAN at #FIFAWorldCup2022 #FIFAWorldCup #FIFAWorldCupQatar2022 #WorldCup final #Qatar2022 ! 🔥
Watch him on 18th Dec at the FIFA World Cup FINALS at Match Centre ♥️🔥
#ARGCRO #Messi #Mbappe #football #ShahRukhKhan #BesharamRang #Pathaan #Arg #FRA #France https://t.co/ZzLPFRtjWk"""
2431,"""The lsraeli occupation forces invade a Jerusalemite football club to confiscate Palestinian and Moroccan flags. #FIFAWorldCup https://t.co/wp7hefK9dX"""
2432,"""Keep tweeting shah 
We love you so much 
Can't wait for this ♥️😍🌎💥"""
2433,"""Our #FIFAWorldCup finalist 🙌 

Proud of you, @IbrahimaKonate_ ❤️ https://t.co/QNR880ol0Q"""
2434,"""🎄@kuwallet #Christmas Gift for all #FIFAWorldCup Predictors！

📅Dec 14 12:00pm - Dec 15 12:00pm (UTC)

⚽️Share your invite code to win prop cards🔛 https://t.co/ygryFrZJUm 

👇Fill the form after paticipating and 20 winners will be announced! 
https://t.co/yo9CCxbunb https://t.co/ESBWmMUgKM"""
2435,"""Just want to say India respects all religion.
#BharatJodoYatra
#India #Buddhism #Buddha  #TestCricket #Qatar2022    #ShahRukhKhan
#Ashwin #BANvsIND #Pathaan #FIFAWorldCup   
https://t.co/qTf6KyJyWj"""
2436,"""“This crazy fanbase leaves everything for the Cup!” 🎶 #ARG

#Qatar2022 | #FIFAWorldCup https://t.co/3yWdNFM6Lp"""
2437,"""Argentina 🇦🇷 vs France 🇫🇷 
Lionel Messi vs Kylian Mbappe
📆 Sunday, December 18
The #FIFAWorldCup  final is set
#FIFAWorldCup #Qatar2022 https://t.co/dCM0mvJYWA"""
2438,"""World biggest movie star SRK 🔥🔥🔥

GLOBAL HIT BESHARAM RANG

PATHAAN DEKHEGA HINDUSTAN"""
2439,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
2440,"""Morocco won against Spain, there were riots in Spain

Morocco won against Portugal, there were riots in Portugal

Morocco lost to France, there were riots in France

Morocco wins or loses, there be riots. And the reasons are all religious."""
2441,"""France 2 Morocco 0
France advances to the finals and they will play Argentina on the 18th

#francevsmorocco #QatarWorldCup2022 #Qatar2022 #FIFAWorldCup #FIFAWorldCup2022 #fanzone"""
2442,"""“This crazy fanbase leaves everything for the Cup!” 🎶 #ARG

#Qatar2022 | #FIFAWorldCup https://t.co/3yWdNFM6Lp"""
2443,"""Now the man himself announced now 
Can't wait Shah ❤😍💥🔥
#Pathan #FIFAWorldCup 
#ShahRukhKhan𓀠 
PATHAAN DEKHEGA HINDUSTAN"""
2444,"""We all are excited for #Pathaan and you King #SRK𓃵 #ShahRukhKhan𓀠 
No 1 Song Besharam Rang #BeshramRang"""
2445,"""It's official #SRK to set the televisions on fire on 18 December from 7 pm during the finals of #FIFAWorldCup 2022 , an interaction of #SRK  with legendary footballers like #WayneRooney and others mainly showcasing #Pathaan is on the cards
https://t.co/JIgCCpIZby"""
2446,"""Missed BAYC? Don’t miss #FAFC WL Giveaway! #FIFA

Football is not just a game, but an emotion for billion of people ♥️

Complete Task Given Below for WL ⬇️

- RT + 👍 

- Register : https://t.co/zHj3qKAoCC

- Tag 3 frns 

- Join Discord : https://t.co/0OgjQ0ejMk

#FIFAWorldCup https://t.co/k7zlnsVk2S"""
2447,"""🇫🇷 Griezmann’s France vs Messi’s Argentina 🇦🇷 

🍻 Winner takes home their third #FIFAWorldCup and brings home the Bud! Roll on Sunday… 🙏

#Budweiser #POTM #YoursToTake #BringHomeTheBud @Budweiser @budfootball https://t.co/qQ4u4cC16W"""
2448,"""KING KHAN to promote PATHAAN at #FIFAWorldCup2022 #FIFAWorldCup #FIFAWorldCupQatar2022 #WorldCup final #Qatar2022 ! 🔥
Watch him on 18th Dec at the FIFA World Cup FINALS at Match Centre ♥️🔥
#ARGCRO #Messi #Mbappe #football #ShahRukhKhan #BesharamRang #Pathaan #Arg #FRA #France https://t.co/ZzLPFRtjWk"""
2449,"""🎙️ Aurelien Tchouameni: ""For me Kylian Mbappé is the best football player in the world and he will show it on Sunday.""

#FRA | #FIFAWorldCup https://t.co/b1dA4Q1Spy"""
2450,"""Dream final Argentina France. Messi v MBappe. The king and the protege. #FIFAWorldCup @RevSportz"""
2451,"""Tonight France plays Morocco in 2nd semi final of the #FIFAWorldCup

Irrespective of the result, there would be riots in Paris and few more cities of Europe which most of the world will conveniently ignore. God bless France. #FranceVsMorocco."""
2452,"""hey @washingtonpost @RanaAyyub @nytimes look at this #Islamophobia in #France and elsewhere. After all #France has only one a game."""
2453,"""It's official #SRK to set the televisions on fire on 18 December from 7 pm during the finals of #FIFAWorldCup 2022 , an interaction of #SRK  with legendary footballers like #WayneRooney and others mainly showcasing #Pathaan is on the cards
https://t.co/JIgCCpIZby"""
2454,"""Nobody markets/promotes a film like King Khan."""
2455,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
2456,"""Whatever happening today in Europe can happen in India also tomorrow

If Modi govt doesn't take control on illegal Bangladeshi n immigrants Rohingya

Modi Sir
1. Bring CAA/NRC
2. Send back Rohingya

#FIFAWorldCup 
#riots https://t.co/baoyDzLMJ7"""
2457,"""The man ❤😍🔥💥😳😳🥳🕺"""
2458,"""This article deserves much appreciation.
#BharatJodoYatra
#India #Buddhism #Buddha  #TestCricket #Qatar2022    #ShahRukhKhan
#Ashwin #BANvsIND #Pathaan #FIFAWorldCup   
https://t.co/XFcMDReBJY"""
2459,"""Grace Or Hardwork?

Kylian Mbappé is 23-years old and on Sunday, will be playing his 2nd World Cup final.

#Qatar2022 #FIFAWorldCup https://t.co/o3MO8Q423W"""
2460,"""WORLD CUP FINAL WITH PATHAAN.
#SRK | #Pathaan | #FIFAWorldCup | #deepikapadukone | #ShahRukhKhan | #JohnAbraham | #MSAbollywood | #Messi https://t.co/9VD0SfI2Su"""
2461,"""World biggest movie star SRK 🔥🔥🔥

GLOBAL HIT BESHARAM RANG

PATHAAN DEKHEGA HINDUSTAN"""
2462,"""The end gave me goosebumps🔥🔥🔥

#Pathaan"""
2463,"""This is top notch promotion guys. The King @iamsrk at his best!! The legend  @WayneRooney is promoting #Pathaan .. Can't get better than this... 
*Take that you haters, On your bloody face!!!!* Kudos to @yrf for this strategy.. All the best guys.. Love and care. #MausamBigadGaya"""
2464,"""Who do you think will win tonights match ? #FIFAWorldCup ⚽️ 🥅"""
2465,"""Nobody markets/promotes a film like King Khan."""
2466,"""LATEST : EXCLUSIVE #PATHAAN Special Promo of #FIFAWorldCup Finals 🔥 Watch King Khan live on 18th December as he promotes Pathaan with #FifaWorldCupQatar Finals #ShahRukhKhan #YRF50 #BesharamRang 
#DeepikaPadukone #FIFA2022 #FIFA #FRAMAR #FranceVsMorroco https://t.co/Q7rOeHgqMA"""
2467,"""Win an Aston Villa Emi Martínez shirt! 🤩

 Ahead of the #FIFAWorldCup Final, here’s your chance to win an Aston Villa shirt with our #1 on the back."""
2468,"""Waiting for 2 Kings on 18th 👑👑"""
2469,"""Morocco winning until they throw religion card, We have a result Argentina France for final.. back to your Muslim world which usually known for ‘Spreading peace all over the world 💣 🗯
#FIFAWorldCup"""
2470,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
2471,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
2472,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
2473,"""It's official #SRK to set the televisions on fire on 18 December from 7 pm during the finals of #FIFAWorldCup 2022 , an interaction of #SRK  with legendary footballers like #WayneRooney and others mainly showcasing #Pathaan is on the cards
https://t.co/JIgCCpIZby"""
2474,"""what in the name of Zeus ❗️This country pure evil."""
2475,"""KING KHAN to promote PATHAAN at #FIFAWorldCup2022 #FIFAWorldCup #FIFAWorldCupQatar2022 #WorldCup final #Qatar2022 ! 🔥
Watch him on 18th Dec at the FIFA World Cup FINALS at Match Centre ♥️🔥
#ARGCRO #Messi #Mbappe #football #ShahRukhKhan #BesharamRang #Pathaan #Arg #FRA #France https://t.co/ZzLPFRtjWk"""
2476,"""Rioting breaks out in Lyon, France as Morocco was defeated by France in the #FIFAWorldCup. https://t.co/PktIBCTAeI"""
2477,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
2478,"""🐐 commentating on 🐐 oh my daysss. Your presence would be as graceful as ever but inshallah it helps take the men in sky-blue &amp; white all the way to eternal glory and veneration 🙏🙏🙏🙏"""
2479,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
2480,"""Link in my bio ✅

#Survivor43 #Thailand #ThankYouYugo #YugoAsuma #Mbappe #FrancevsMorocco #StandWithUkraine #FIFAWorldCup https://t.co/ZJygWrRwk4"""
2481,"""Official: A Manchester United player will return from Qatar as a #FIFAWorldCup winner

Congratulations to @raphaelvarane, who will face @LisandrMartinez in Sunday's final https://t.co/N0Zg5kpSoB"""
2482,"""If you want to know Modi's view about Buddhism, this is most beautiful article.
#BharatJodoYatra
#India #Buddhism #Buddha  #TestCricket #Qatar2022    #ShahRukhKhan
#Ashwin #BANvsIND #Pathaan #FIFAWorldCup  
https://t.co/3W0LzupH4u"""
2483,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
2484,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
2485,"""Name the religion behind this rioting in France 🇫🇷 post their victory in #FIFAWorldCup against #Morocco https://t.co/vZ2XdE6Emo"""
2486,"""🗣️Antoine Griezmann : 

“Leo Messi is the Best Player in the World.” 

#FIFAWorldCup https://t.co/TLGdFBOOe3"""
2487,"""That's why India is great.
#BharatJodoYatra
#India #Buddhism #Buddha  #TestCricket #Qatar2022    #ShahRukhKhan
#Ashwin #BANvsIND #Pathaan #FIFAWorldCup   

https://t.co/m1TjYbzL9X"""
2488,"""Name the religion behind this rioting in France 🇫🇷 post their victory in #FIFAWorldCup against #Morocco https://t.co/vZ2XdE6Emo"""
2489,"""If Benzema returns &amp; scores the winner… what a story."""
2490,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
2491,"""World biggest movie star SRK 🔥🔥🔥

GLOBAL HIT BESHARAM RANG

PATHAAN DEKHEGA HINDUSTAN"""
2492,"""Despite a five-hour time difference and the absence of their national team, Chinese football fans are still full of zest for the #FIFAWorldCup in Qatar https://t.co/gR40hyp4WY https://t.co/zm8hafwwcZ"""
2493,"""An African team beat an African team.
No vex. Na family matter.
#FIFAWorldCup"""
2494,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
2495,"""⚽️62 down, only 2 more to go…

#FIFAWorldCup #Qatar2022 @Sports18 @JioCinema https://t.co/UdKWPwxfwb"""
2496,"""The biggest game in world football on Qatar’s biggest stage. #ARG #FRA

The World Cup Final. 🏆

#Qatar2022 | #FIFAWorldCup https://t.co/D6FP0yNYrf"""
2497,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
2498,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
2499,"""🇦🇷 Lionel Messi has been involved in 40 goals this season for both PSG &amp; Argentina.

🏟️ 28 games
⚽️ 22 goals
🎯 18 assists

🥇🔝 Scorer 2022 #FIFAWorldCup 
🥇 4 MOTM in 6 games 

🏆Messi may win his 1st World Cup with Argentina.

#Qatar2022|#Messi𓃵|#GOAT𓃵 https://t.co/7FVpGkUB5X"""
2500,"""Mbappe Will Lift The World Cup Again!

Africa Will Win The World up Again.

FRAMAR #MARFRA #FIFAWorldCup #Qatar2022 #Qatar #FrancevsMorocco 
#francemaroc Africa Vs Africa
#qatar2022worldcup France Vs Morroco https://t.co/n6OQWq7axM"""
2501,"""🇲🇦 𝗧𝗛𝗔𝗡𝗞 𝗬𝗢𝗨 𝗠𝗢𝗥𝗢𝗖𝗖𝗢 

Morocco's historical run at the #FIFAWorldCup has come to an end. History was made as they became the first ever African nation to reach the semi-finals. https://t.co/SiZgq3uKII"""
2502,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ"""
2503,"""Another day &amp; another #Messi𓃵 masterclass. An UNBELIEVABLE assist +a goal tonight taking him to 5G &amp; 3A (most this WC)he's won the MOTM in 2/3 group stage games,RO16,QF &amp;the SF(10,most ever) insane.Leads🇦🇷 to the finals.

#ArgentinaVsCroatia #FIFAWorldCup #FIFAWorldCupQatar2022 https://t.co/tQmXcLNx41"""
2504,"""Randal Kolo Muani. 

Off the bench and onto the scoresheet 👏

#FIFAWorldCup https://t.co/OgFuVi41iC"""
2505,"""To celebrate Messi The GOAT 🐐 

⚽️ $500 🏆

Profits go to 1 lucky follower🥇
🇫🇷 France  vs Morocco 🇲🇦  

To win: 
1. RT &amp; Follow @greybtc 
2. Hashtag your team &amp; final score👇
3. Tag 3 friends 
4. RT pinned post 

Rules in video. 

#MoroccoVsFrance #Morocco #FIFAWorldCup https://t.co/Em9NaKko92"""
2506,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
2507,"""They’ve even started fire at Lyon after #FranceVsMorroco match at #FIFAWorldCup 

 https://t.co/fbktWkmngf"""
2508,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
2509,"""After losing the very first game,after everyone trolling,after everyone doubting him, #Messi𓃵 &amp; Argentina have reached the FINALS, I repeat, the FINALS of #FIFAWorldCupQatar2022 just amazing !one more step,just one more🔥 VAMOS #Argentina 🇦🇷

#ArgentinaVsCroatia | #FIFAWorldCup https://t.co/zF0YlWogfp"""
2510,"""They've done it! 💪

Rabiot's @equipedefrance are through to the #FIFAWorldCup final! 🇫🇷👏 https://t.co/RhjXVaRUdE"""
2511,"""Sofiane Boufal celebrating Morocco's quarter-final victory against Portugal with his mother and dancing together warmed many hearts.

Read other viral moments from the #FIFAWorldCup 2022 ⬇️

#Morocco 
 https://t.co/5QoRc8ceTX"""
2512,"""Sofyan Amrabat is the first player to win possession 50 times at the 2022 World Cup.

Team of the Tournament place secured. 🔐

#FIFAWorldCup https://t.co/sWkVYn1yti"""
2513,"""#Morocco is still a WINNER! 
#FIFAWorldCup 
#MoroccoVsFrance https://t.co/6IAFaz5YBZ"""
2514,"""Chad behaviour tbfh
Promo was aired 2 days ago but he chose to tweet today after seeing this boycott campaign on Twitter
My King 👑❤️"""
2515,"""#FIFAWorldCupQatar2022
#FIFAWorldCup
#Morocco 🇲🇦 squad makes it clear, 'It's not us, but Allah', “And my success is only by Allah.”

-Al Qur’aan | 11:88 https://t.co/wKKFrnO9w2"""
2516,"""Rioting breaks out in Lyon, France as Morocco was defeated by France in the #FIFAWorldCup. https://t.co/PktIBCTAeI"""
2517,"""Our #FIFAWorldCup finalist 🙌 

Proud of you, @IbrahimaKonate_ ❤️ https://t.co/QNR880ol0Q"""
2518,"""For a reason I love Prime Minister Narendra Modi.
#BharatJodoYatra
#India #Buddhism #Buddha  #TestCricket #Qatar2022    #ShahRukhKhan
#Ashwin #BANvsIND #Pathaan #FIFAWorldCup   
https://t.co/DhecwG5oQy"""
2519,"""France are through to the final! 👊

@adidasfootball | #FIFAWorldCup"""
2520,"""In Montpellier, France, fighting and rioting broke out between supporters of Morocco and France. #FIFAWorldCup https://t.co/XlP1wh0NrR"""
2521,"""KING KHAN to promote PATHAAN at #FIFAWorldCup2022 #FIFAWorldCup #FIFAWorldCupQatar2022 #WorldCup final #Qatar2022 ! 🔥
Watch him on 18th Dec at the FIFA World Cup FINALS at Match Centre ♥️🔥
#ARGCRO #Messi #Mbappe #football #ShahRukhKhan #BesharamRang #Pathaan #Arg #FRA #France https://t.co/bmY1lPM7jq https://t.co/ZzLPFRtjWk"""
2522,"""GOAAAAAAAAAAAL
#BlueLock #FIFAWorldCup #WorldCup2022 https://t.co/qyzLxlvsiI"""
2523,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
2524,"""This is top notch promotion guys. The King @iamsrk at his best!! The legend  @WayneRooney is promoting #Pathaan .. Can't get better than this... 
*Take that you haters, On your bloody face!!!!* Kudos to @yrf for this strategy.. All the best guys.. Love and care. #MausamBigadGaya"""
2525,"""Congratulations !!

This group made history 🇲🇦 

#MoroccoVsFrance #Morocco #FIFAWorldCup https://t.co/cG933WJKFW"""
2526,"""🗣️ “Graham Potter, we need you out!”

A Moroccan fan calling out Graham Potter for the lack of playing time for Hakim Ziyech 👀 

#MAR #FIFAWorldCup https://t.co/IMHcIeQw8q"""
2527,"""World Cup finalists! We’re proud of you, @_OlivierGiroud_ &amp; @TheoHernandez! 👏🤩

#FIFAWorldCup #SempreMilan https://t.co/D4cG0hKThG"""
2528,"""This man is magic 
#FIFAWorldCup https://t.co/8C23nFI3Fl"""
2529,"""The latest $pazio€conomia! https://t.co/SdWONkyQlU Thanks to @GLOBPatriotism #ansa #fifaworldcup"""
2530,"""This article is s just amazing.
#BharatJodoYatra
#India #Buddhism #Buddha  #TestCricket #Qatar2022    #ShahRukhKhan
#Ashwin #BANvsIND #Pathaan #FIFAWorldCup   
https://t.co/cKqkn2w3xJ"""
2531,"""A champion will be crowned 🔜

#FIFAWorldCup | #Qatar2022"""
2532,"""Azzedine Ounahi. What a player.

100% in the team of the tournament.

#FRA | #MAR | #FIFAWorldCup https://t.co/ZIgdM1FwzN"""
2533,"""Srk will be there in d final of #FIFAWorldCup

HINDUSTAN DEKHEGA PATHAAN

GLOBAL HIT BESHARAM RANG

#Pathaan https://t.co/tCI6UKA0Fa"""
2534,"""France won the match against Morocco at #FIFAWorldCup.

Now there are rîots in France.

 https://t.co/uCQOczHpnf"""
2535,"""“This crazy fanbase leaves everything for the Cup!” 🎶 #ARG

#Qatar2022 | #FIFAWorldCup https://t.co/3yWdNFM6Lp"""
2536,"""Score for soil! Let’s make it happen! @consciousplanet @sadhguru #savesoil #scoreforsoil #fifaworldcup https://t.co/8CNYpjMGkR"""
