ID,Tweet Content,Mentions Sports Betting
2606,"""a marketing masterstroke 💥""",no
2607,"""Congratulations Core has pass #Certik Security audit now. Report is attached here👇👇👇
https://t.co/kuxUMfWI2y 
#ONStorm #FIFAWorldCup #BTC #ETH #bnb #Crypto #Trending""",no
2608,"""Wayne Rooney promoting Pathaan 😭🔥
GLOBAL HIT BESHARAM RANG""",no
2609,"""Azzedine Ounahi. What a player.

100% in the team of the tournament.

#FRA | #MAR | #FIFAWorldCup https://t.co/ZIgdM1FwzN""",no
2610,"""“This crazy fanbase leaves everything for the Cup!” 🎶 #ARG

#Qatar2022 | #FIFAWorldCup https://t.co/3yWdNFM6Lp""",no
2611,"""🇫🇷 Griezmann’s France vs Messi’s Argentina 🇦🇷 

🍻 Winner takes home their third #FIFAWorldCup and brings home the Bud! Roll on Sunday… 🙏

#Budweiser #POTM #YoursToTake #BringHomeTheBud @Budweiser @budfootball https://t.co/qQ4u4cC16W""",no
2612,"""Watch|| Israeli occupation forces invaded on Wednesday night "" The Sons of Jerusalem"" Club and confiscated the flags of Palestine and Morocco.

#IsraeliCrimes 
#FIFAWorldCup https://t.co/IHPblhVaoA""",no
2613,"""Rumours state that Juventus are going to offer Weston McKennie and cash for Emi Martinez.
I doubt Villa accepts, but will they be able to keep Martinez once his contract expires?

#Villa #AVFC #EPL #PremierLeague #UTV #TransferNews #Rumour #FIFAWorldCup #Qatar2022 #AlrightyLetsGo https://t.co/8HQCb4QiNK""",no
2614,"""Women’s true beauty is evident in their jewelry.
We have all these at a very affordable price of N3000 only. Please retweet and patronize my hustle.
We deliver nationwide.
#FIFAWorldCup #MoroccoVsFrance https://t.co/psjxsIPhX4""",no
2615,"""Tonight France plays Morocco in 2nd semi final of the #FIFAWorldCup

Irrespective of the result, there would be riots in Paris and few more cities of Europe which most of the world will conveniently ignore. God bless France. #FranceVsMorocco.""",no
2616,"""It’s all Set for the Final game on Sunday 

Argentina 🇦🇷 vs France 🇫🇷 

#chukszithers
#yungchuks
#BeAlwaysYourself
#godblessnoless
#FIFAWorldCup
#Qatar2022 https://t.co/tsBxoltwG0""",no
2617,"""#FifaWorldCup #Qatar2022 

Messi and #ARG vs Mbappe and #FRA for the 🏆 

https://t.co/VfxJjhah85 https://t.co/zisK0g467S""",no
2618,"""France 🇫🇷 are headed back to the #FIFAWorldCup Final! 

Re-live this epic semi-final in just 60 seconds! ⏲️ https://t.co/q2vnHh6lCx""",no
2619,"""KING KHAN to promote PATHAAN at #FIFAWorldCup2022 #FIFAWorldCup #FIFAWorldCupQatar2022 #WorldCup final #Qatar2022 ! 🔥
Watch him on 18th Dec at the FIFA World Cup FINALS at Match Centre ♥️🔥
#ARGCRO #Messi #Mbappe #football #ShahRukhKhan #BesharamRang #Pathaan #Arg #FRA #France https://t.co/bmY1lPM7jq https://t.co/ZzLPFRtjWk""",no
2620,"""Morocco 🇲🇦 can be PROUD of their World Cup #FIFAWorldCupQatar2022 👏👏👏

The ATLAS LIONS 🇲🇦 took down Belgium, Spain and Portugal on their way to becoming the FIRST AFRICAN NATION to ever make the #FIFAWorldCup semifinal. ❤️👏

An incredible show of resilience and hard work. 👊 https://t.co/ARE2AKF6XZ""",no
2621,"""#Pathan on 18 dec we see 3 legends on fifa final 👑👑🎥⚽⚽⚽""",no
2622,"""Argentina/France is like when it’s closing time and your two frenemies are fighting over a girl you still like and you know she’s going home with one of them #FIFAWorldCup""",no
2623,"""The problem is the religion not the game""",no
2624,"""Argentina or France?? What is your pick?
#ArgentinaVsFrance #FIFAWorldCup #FIFAWorldCupQatar2022""",no
2625,"""Also absolutely funny and king move to not even any head to morons making stupid statements and burning poster and all...🤣🤣

Khan sahab literally doesn't give a shit about those losers sorry existence..""",no
2626,"""Wishing the only two teams to beat us at the #FIFAWorldCup all the best in the Final 😉

#Socceroos #Qatar2022 https://t.co/qxI0rYQqOq""",no
2627,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
2628,"""@FabrizioRomano @TheAthleticFC 🚨 Kylian Mbappe deliberately hid the Budweiser logo on his MOTM awards during the World Cup 👀🏆

  It's because he doesn't want to promote alcohol, be a role model for the younger generation... you have to respect him 👏🏽

 #FIFAWorldCup https://t.co/gUSkfK7wdd""",no
2629,"""🇦🇷 Leo Messi - 5 goals
🇦🇷 Julian Alvarez - 4 goals

🇫🇷 Kylian Mbappe - 5 goals
🇫🇷 Olivier Giroud - 4 goals

Which duo gets the win on Sunday ? ⤵️⤵️⤵️#FifaWorldCup https://t.co/HpE5XbJ6uH""",no
2630,"""“This crazy fanbase leaves everything for the Cup!” 🎶 #ARG

#Qatar2022 | #FIFAWorldCup https://t.co/3yWdNFM6Lp""",no
2631,"""The crossover nobody asked for""",no
2632,"""#Morocco played some fearless football last night but just lacked that quality in the final third to get that all important goal.

#France put in a solid performance but they showed that they are not invincible.

#SouthAmerica to win #FIFAWorldCup

Come on #Arg""",no
2633,"""Very nice project 
@janardangupta32
@ArmanMa45735127
@Janarda06189047""",no
2634,"""Celebration in #Paris #France #News

#FranceVsMorroco 2-0 #WorldCup 

Paris'8th district mayor fears &lt;a civil war&gt; tonight on the #champsélysées #Montpellier #Fra

#Moroccofrance #Fra

#FIFAWorldCup #Qatar2022 https://t.co/UT4YLDbfzu""",no
2635,"""Who wins the #FIFAWorldCup #FIFAWorldCup2022 #FIFA2022 ?""",no
2636,"""$15 || 225.000 IDR ~ 3 HOURS 🌟✨

- RT &amp; Visit + Complete tasks : (proof) https://t.co/ryodmYaa6o

#fifa #FIFAWorldCup #FIFAWorldCupQatar2022""",no
2637,"""Team #JigarthandaDoubleX Wishing #FIFAWorldCup Semi Finalists the best on The Torch,Doha

@stonebenchers @offl_Lawrence @iam_SJSuryah @kaarthekeyens @Music_Santhosh https://t.co/AxvoVlrJGC""",no
2638,"""France 🇫🇷 are headed back to the #FIFAWorldCup Final! 

Re-live this epic semi-final in just 60 seconds! ⏲️ https://t.co/q2vnHh6lCx""",no
2639,"""Let there be GOALS 🙌

#BBCWorldCup #FifaWorldCup https://t.co/R0T94pRaLI""",no
2640,"""In #Qatar2022 #FIFAWorldCup final who will proove to be the GOAT between Messi and Benzema @betikaKe @odibets""",yes
2641,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ""",no
2642,"""International Promotion &gt;&gt;&gt;&gt;&gt; Domestic Boycott....

PATHAAN DEKHEGA HINDUSTAN 
#ShahRukhKhan #Pathaan #GOAT𓃵 #DeepikaPadukone #FIFAWorldCup #Mbappe #Messi𓃵 #ArgentinaVsFrance #MoroccoVsFrance #francemaroc #ArgentinaVsCroatia #FIFAWorldCupQatar2022 #finale #BeshramRang #SRKians""",no
2643,"""Whatever happening today in Europe can happen in India also tomorrow

If Modi govt doesn't take control on illegal Bangladeshi n immigrants Rohingya

Modi Sir
1. Bring CAA/NRC
2. Send back Rohingya

#FIFAWorldCup 
#riots https://t.co/baoyDzLMJ7""",no
2644,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
2645,"""""Messi is the GOAT! He's stepped ahead of Ronaldo in this tournament"" 🗣️

The World Cup has settled the debate for @ItsRobbieLyle now! 👀

#Messi #Argentina #FIFAWorldCup #Qatar2022 https://t.co/TcZbDA4AjT""",no
2646,"""Srk will be there in d final of #FIFAWorldCup

HINDUSTAN DEKHEGA PATHAAN

GLOBAL HIT BESHARAM RANG

#Pathaan https://t.co/tCI6UKA0Fa""",no
2647,"""Crystal clear TVs, ice-cold air conditioning, and refreshing drinks from the refrigerator, Hisense has everything you need for a #PerfectMatch viewing experience at the #FIFAWorldCup here at Lusail Stadium!  🏟 https://t.co/QysndQOPj8""",no
2648,"""Thanks to the Moroccan team for representing Palestine in this World Cup 2022. #FIFAWorldCup https://t.co/bFAnimqygW""",no
2649,"""#FifaWorldCup #Qatar2022 

#MAR gave it their all, but #FRA prevail and we will have a Messi vs Mbappe showdown for the title. https://t.co/VfxJjhah85""",no
2650,"""There were six defenders around Kylian Mbappe on the final shot that lead to #FRA second goal.

It was not enough...

#FIFAWorldCup https://t.co/u2SPaqYmJM""",no
2651,"""Over 1.5 ACCA on @BetKingNG for 🤴S and 👸S

WANT TO BE A 🤴🏽 or 👸🏽?

Register&amp;Play 👉 https://t.co/ZsP5vNnwQJ

Booking Code D45F7

Load code 👉 https://t.co/EhTAeuct3U

Join my channel 👉 https://t.co/GUVgaD2PtW

#ThatWorldKupFeeling

#Qatar2022      

#FIFAWorldCup https://t.co/PDV0YGDrRP""",yes
2652,"""His voice 😭🥺🖤""",no
2653,"""Over 1.5 ACCA on @BetKingNG for 🤴S and 👸S

WANT TO BE A 🤴🏽 or 👸🏽?

Register&amp;Play 👉 https://t.co/ZsP5vNnwQJ

Booking Code D45F7

Load code 👉 https://t.co/EhTAeuct3U

Join my channel 👉 https://t.co/GUVgaD2PtW

#ThatWorldKupFeeling

#Qatar2022      

#FIFAWorldCup https://t.co/PDV0YGDrRP""",yes
2654,"""LATEST : King Khan promotes Pathaan at #FifaWorldCup ! Catch him live on 18th December at the FINALS of FIFA World Cup at Match Centre ♥️🔥 #Pathaan #FIFAWorldCup2022 #FIFA22 #fifaworldcupQatar2022 #FIFA #ShahRukhKhan #DeepikaPadukone https://t.co/uF9EHtATCA""",no
2655,"""It will be a match worth watching…""",no
2656,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ""",no
2657,"""#Morocco fans in Qatar chant, “There is no God but God and Muhammad is God’s prophet” during the country’s semi-final match against France on Wednesday.

The semi-final match, held at Al Bayt Stadium, was attended by French President Macron

#Qatar2022 #FIFAWorldCup #FRAMAR https://t.co/5CdXZQ3F7d""",no
2658,"""Palestinian young man roams about the streets of Jerusalem raising the flag of #Morocco to wish them good luck in today’s match. #FIFAWorldCup https://t.co/ihqabhHCSt""",no
2659,"""#FIFAWorldCup Legend ❤️ https://t.co/ykrHdPOcvI""",no
2660,"""🤙 Another day, another midfield masterclass from Antoine Griezmann at the #FIFAWorldCup.

France’s key man tonight is your #Budweiser Player of the Match.

#FRAMAR #POTM #YoursToTake #BringHomeTheBud https://t.co/2XQOPHZjBA""",no
2661,"""Even on the battlefield love lead &amp; reigns
@FIFAWorldCup
@KMbappe
@AchrafHakimi
#fifaworldcup    #MoroccoVsFrance #cssport #csmuonline https://t.co/s2cUCbOvy4""",no
2662,"""Have got final ticket available for sell, just chat me up if interested 

#FIFAWorldCup  | #Qatar2022 #FIFAWorldCup #FIFAWorldCup #francemaroc #arg https://t.co/6xuFiHpAYK""",no
2663,"""Griezmann's post-match interview after the 2-0 win last night All focus now turns to Sunday's grand finale and recovery is today for Les Bleus and Antoine in order to prepare for Argentina and Lionel Messi 🤙🤙💪💪🥰🥰🥰🥰🥰 #TeamGrizi #Grizoulegend""",no
2664,"""#FIFAWorldCup    games, Basketball, Tennis and many more wins 🔥 
Sure odds 🏀🏀 ⚽⚽ 🎾🎾 Cash out Today 💯
Retweet FAST and join now 
Get the code here 👇
https://t.co/U2DoSdpxWt https://t.co/5kgZYppyey""",yes
2665,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
2666,"""3x tickets available #FIFAWorldCup #francemaroc #ArgentinaVsCroatia #France #FIFAWorldCupQatar2022 https://t.co/lviCdr0zVT""",no
2667,"""Rioting breaks out in Lyon, France as Morocco was defeated by France in the #FIFAWorldCup. https://t.co/PktIBCTAeI""",no
2668,"""#PATHAAN coming on #FIFAWorldCup FINAL show only on @JioCinema &amp; @Sports18 #Qatar2022 #ARGFRA""",no
2669,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
2670,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ""",no
2671,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
2672,"""Hold your heads up high Morocco. Be proud of your achievements. You have been fantastic and a joy to watch in this tournament #FIFAWorldCup https://t.co/ypzokV2yCj""",no
2673,"""Thank you #Morocco for making history as the first Arab country to reach the semifinals. Thank you for taking us with you through the World Cup. Thank you for every victory. This shall not be the end of our dream. #FIFAWorldCup https://t.co/Zv18ppuI3z""",no
2674,"""Morocco suffered a 2-0 defeat to France 🇫🇷 in the semi finals last night.

But the fans were proud of the Atlas Lions and expressed this to @nyannthierry at the team hotel.

#FIFAWorldCup #Qatar2022onMG https://t.co/69FJ6Y8vm7""",no
2675,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
2676,"""Buy Your Dream Home In Blue World City! The World of Your Dreams! 🔥

For Bookings Contact Us 
☎️ Call or WhatsApp: (+92) 0345-6290072

#houseofprofit #house_of_profit #newyear #tourism #BlueWorldCity  #realestate #fifaworldcup #dreams #marketing #profitable #islamabad https://t.co/cclhFwoDud""",no
2677,"""Our #FIFAWorldCup finalist 🙌 

Proud of you, @IbrahimaKonate_ ❤️ https://t.co/QNR880ol0Q""",no
2678,"""No mercy for Olivier Giroud at the end 😂

#BBCWorldCup #FifaWorldCup https://t.co/5k9VcMsurR""",no
2679,"""France 🇫🇷 are headed back to the #FIFAWorldCup Final! 

Re-live this epic semi-final in just 60 seconds! ⏲️ https://t.co/q2vnHh6lCx""",no
2680,"""The finish from Theo Hernandez 🎯

#FIFAWorldCup | #Qatar2022 https://t.co/0x1iCRMjgL""",no
2681,"""and here the creme de la creme in Nice.
"" we are here for the benefits, f**k you France.....""",no
2682,"""Want a celebratory #FIFAWorldCup NFT?

Complete quests, get Sparks ⚡ and win some: https://t.co/QEv2iUa20i https://t.co/j90EAHNGJt""",no
2683,"""The king vs the heir 👑

A #FIFAWorldCup final for the ages 🍿

#BBCWorldCup #BBCFootball https://t.co/kezDGFwh9V""",no
2684,"""Chad behaviour tbfh
Promo was aired 2 days ago but he chose to tweet today after seeing this boycott campaign on Twitter
My King 👑❤️""",no
2685,"""#FIFAWorldCup Legend ❤️ https://t.co/ykrHdPOcvI""",no
2686,"""Watching Messi closely during games with Argentina. His teammates don’t let him press, they do the dirty work and Messi just strolls around. When the game hits 60mins, Messi turns on his  “GOAT mood” because then his opponents are a little exhausted. #FIFAWorldCup""",no
2687,"""@iamsrk @WayneRooney @JioCinema @Sports18 SRK , MBAPPE, MESSI 🔥🔥
what else we need⚡⚡⚡ #FIFAWorldCup 
#FIFAWorldCupQatar2022 
#SRK𓃵 #Mbappe #Messi𓃵""",no
2688,"""Argentina vs. France 🇦🇷🇫🇷 looking forward to a great final!
Congratulations to Morocco 🇲🇦 You can be proud of what you‘ve achieved! You have made #FIFAWorldCup history! 👏🏼""",no
2689,"""Do mega-events like the #FIFAWorldCup and the #cwg2022 present value for money?

Professor Calvin Jones from the Cardiff Business School discusses the economic and social impacts of mega-events with Dr Matt Lyons.

https://t.co/Xdx188Rd2I https://t.co/VQL4XLccKe""",no
2690,"""Good project,
This project very strong, Powerful project🔥
Go Ahead 🚀🚀

@Ariful72010219 @Jodu96614373
@Mdabir_rahman63

#QatarWorldCup2022
#Arg""",no
2691,"""World Cup finalists! We’re proud of you, @_OlivierGiroud_ &amp; @TheoHernandez! 👏🤩

#FIFAWorldCup #SempreMilan https://t.co/D4cG0hKThG""",no
2692,"""The problem is the religion not the game""",no
2693,"""Name the religion behind this rioting in France 🇫🇷 post their victory in #FIFAWorldCup against #Morocco https://t.co/vZ2XdE6Emo""",no
2694,"""Score for soil! Let’s make it happen! @consciousplanet @sadhguru #savesoil #scoreforsoil #fifaworldcup https://t.co/8CNYpjMGkR""",no
2695,"""HINDUSTAN DEKHEGA PATHAN
And that too #PathaanFirstDayFirstShow 

Excitement got doubled after release of #BesharamRang 
GLOBAL HIT BESHARAM RANG""",no
2696,"""You are not in the finals but you already won it for millions around the world. 

#MoroccoVsFrance #FIFAWorldCup https://t.co/9mnzFDBBbo""",no
2697,"""Kwabena Okyere Darko-Mensah, the minister for Western Region, honored 🇬🇭 Mohammed Kudus with a commemorative gold medal for his performances at the #FIFAWorldCup 

The Ajax midfielder graced the event with Kamaldeen Sulemana and Ernest Nuamah 👏🏽 

#Qatar2022onMG https://t.co/lunlMSR1pb""",no
2698,"""Congratulations Core has pass #Certik Security audit now. Report is attached here👇👇👇
https://t.co/kuxUMfWI2y 
#ONStorm #FIFAWorldCup #BTC #ETH #bnb #Crypto #Trending""",no
2699,"""Nobody markets/promotes a film like King Khan.""",no
2700,"""Has FIFA created a new penalty rule purely for Messi’s Argentina?
#ARGCRO #fifaworldcup""",no
2701,"""Someone check Kylian Mbappe's boots for glue 😳

#BBCWorldCup #FifaWorldCup https://t.co/N9UVaHH3sx""",no
2702,"""Thanks to the Moroccan team for representing Palestine in this World Cup 2022. #FIFAWorldCup https://t.co/bFAnimqygW""",no
2703,"""LATEST : EXCLUSIVE #PATHAAN Special Promo of #FIFAWorldCup Finals 🔥 Watch King Khan live on 18th December as he promotes Pathaan with #FifaWorldCupQatar Finals #ShahRukhKhan #YRF50 #BesharamRang 
#DeepikaPadukone #FIFA2022 #FIFA #FRAMAR #FranceVsMorroco https://t.co/Q7rOeHgqMA""",no
2704,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
2705,"""@FIFAWorldCup Morocco finish bottom of their group in 2018 World Cup, they will finish either 3rd or 4th in 2022.

They've made so much progress in four years, they've been the story of Qatar 🙌.

They can hold their heads high, they are the pride of Africa.
#Morocco #WorldCup ⚽️ #FIFAWorldCup https://t.co/Ua4y6Fmc7X""",no
2706,"""Ibou starts for @equipedefrance tonight in their #FIFAWorldCup semi-final match 🇫🇷 

Good luck, @IbrahimaKonate_ 👊""",no
2707,"""“This crazy fanbase leaves everything for the Cup!” 🎶 #ARG

#Qatar2022 | #FIFAWorldCup https://t.co/3yWdNFM6Lp""",no
2708,"""Manchester City's Julian Alvarez doubles Argentina's lead!#FIFAWorldCup https//t.co/HOKCLr7laS https://t.co/oiTCLyhl9s""",no
2709,"""Hernandez's celebration looks great in slow motion😂😂""",no
2710,"""Morocco Win hearts by Offering 'Sajda' after Losing Semi-Final 
#MoroccoVsFrance #FIFAWorldCup https://t.co/BWQD11Qfl2""",no
2711,"""Right place, right time 💥

#FIFAWorldCup | #Qatar2022 https://t.co/zeiuBjKElV""",no
2712,"""Bring on Sunday 🤩

#BBCWorldCup #FifaWorldCup https://t.co/XL9JJDDjjb""",no
2713,"""If only they could smile a bit longer but Livakovic had other ideas🤤

#FIFAWorldCup #Qatar2022 
#CROBRA Neymar Penalty Richarlison Argentina #HRVBRA https://t.co/uDYtqZR7SB""",no
2714,"""Croatia will play Morocco in the third-place playoff and have a chance to leave Doha with a medal. However, it is indeed time to look ahead to the next generation.
#Qatar #FIFAWorldCup #Croatia #Euro2024 
https://t.co/q5nn4SL5Rh""",no
2715,"""Unapologetically Muslim, they were the underdogs that rose as lions. Despite losing to France in today's match, Morocco has won the hearts of nations.

#morocco #france #fifaworldcup #qatar #football #mar #fra #MoroccoVsFrance https://t.co/EFar1jURzg""",no
2716,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
2717,"""He hit him with a hesi""",no
2718,"""This is the best thread about #WorldCup2022 that I've read so far, and it barely mentions the footie 😁👇🏼""",no
2719,"""'And so the World Cup comes down to this...

'France v Argentina. In the eyes of many, Mbappe v Messi.'

More ⬇ #BBCWorldCup #FifaWorldCup""",no
2720,"""Are you as excited about today's Brazil vs. South Korea game for the #FIFAWorldCup as we are? Get a full run-down of the history of soccer, South Korea, and FIFA, as well as an overview of this year's team in our program with▶️@realstevescores https://t.co/vBDoM2Yanr https://t.co/Gi85DUNJSQ""",no
2721,"""There’s a share of R25 000 &amp; FIFA World Cup™️ prizes up for grabs when you swipe your TymeBank VISA debit card this festive💰⚽! Don't be left behind, swipe your @tymebankza card today! T&amp;Cs apply. #FIFAWorldCup https://t.co/XPYd9hWhm1""",no
2722,"""The problem is the religion not the game""",no
2723,"""Sportsmanship 👌🏽 Hakimi and Mbappe, who then exchanged shirts with one another.
#MAR    #FRA    
#FIFAWorldCup    
#Qatar2022 https://t.co/hN5jYvTSQF""",no
2724,"""Whatever happening today in Europe can happen in India also tomorrow

If Modi govt doesn't take control on illegal Bangladeshi n immigrants Rohingya

Modi Sir
1. Bring CAA/NRC
2. Send back Rohingya

#FIFAWorldCup 
#riots https://t.co/baoyDzLMJ7""",no
2725,"""A closer look in #Montpellier, where #Moroccan fans attempted to steal a #French flag from a car and the car literally ran them everyone over.

One person looks very critically injured from this footage.

#WorldCup #FIFAWorldCup #Qatar2022 #Qatar #France #Morocco #WorldCup2022 https://t.co/qXDottxQJr""",no
2726,"""3x tickets available #FIFAWorldCup #francemaroc #ArgentinaVsCroatia #France #FIFAWorldCupQatar2022 https://t.co/lviCdr0zVT""",no
2727,"""Thank you #Morocco for making history as the first #Muslim country to reach the semifinals. Thank you for taking us with you through the #WorldCup. Thank you for every victory. This shall not be the end of our dream. ✌🏻 #FIFAWorldCupQatar2022 #FIFAWorldCup #Qatar2022 https://t.co/TBsO3XfREO""",no
2728,"""The absolute wonder-goal that never was 🤯

#BBCWorldCup #FifaWorldCup https://t.co/4NDVF6ARJd""",no
2729,"""Shah😌❤️
I love something is common in our nam😄❤️""",no
2730,"""Back-to-back?

🇫🇷 France are one game away from their second straight #FIFAWorldCup title""",no
2731,"""a marketing masterstroke 💥""",no
2732,"""RT Timesofgaza ""The lsraeli occupation forces invade a Jerusalemite football club to confiscate Palestinian and Moroccan flags. #FIFAWorldCup https://t.co/Zi5d4S9avP""""",no
2733,"""a marketing masterstroke 💥""",no
2734,"""38 players have attempted 10+ take-ons at the 2022 World Cup:

◉ 83.3% success rate⁠
◎ 12 take-ons attempted⁠
◎ 10 take-ons completed⁠

Azzedine Ounahi has the best success rate. 🩰

#FIFAWorldCup https://t.co/5HYESIjmKG""",no
2735,"""Buy Your Dream Home In Blue World City! The World of Your Dreams! 🔥

For Bookings Contact Us 
☎️ Call or WhatsApp: (+92) 0345-6290072

#houseofprofit #house_of_profit #newyear #tourism #BlueWorldCity  #realestate #fifaworldcup #dreams #marketing #profitable #islamabad https://t.co/cclhFwoDud""",no
2736,"""Mosam already bigad Chuka hai @iamsrk sir""",no
2737,"""Now the man himself announced now 
Can't wait Shah ❤😍💥🔥
#Pathan #FIFAWorldCup 
#ShahRukhKhan𓀠 
PATHAAN DEKHEGA HINDUSTAN""",no
2738,"""Name the religion behind this rioting in France 🇫🇷 post their victory in #FIFAWorldCup against #Morocco https://t.co/vZ2XdE6Emo""",no
2739,"""Argentina vs France #FIFAWorldCup 

https://t.co/Hf6cTRjHnT https://t.co/K4c71xuWHZ""",no
2740,"""This Moroccan supporter is a great man. After the game was over, he went to this French boy with a disability and celebrated with him. This is what the World Cup is about 🇲🇦❤️🇫🇷

#MoroccoVsFrance #FIFAWorldCup #Qatar2022 https://t.co/UcWZwJzCVV""",no
2741,"""What a journey for Morroco, They Deserve alot, They played like  prime Germany in today's Game against Defending Champions France &amp; the journey is finally Comes to an end. ❤️🔥

#Respect 🙌 #MoroccoVsFrance #Morocco #FIFAWorldCup #FIFAWorldCup2022""",no
2742,"""Didier Deschamps' face when he's asked if Karim Benzema is coming back for the final 👀

#BBCWorldCup #FifaWorldCup https://t.co/lZTPSb9zdq""",no
2743,"""Morocco won against Spain, there were riots in Spain

Morocco won against Portugal, there were riots in Portugal

Morocco lost to France, there were riots in France

Morocco wins or loses, there be riots. And the reasons are all religious.""",no
2744,"""First movie to be promoted at the biggest sports event in the world meanwhile people of MP🤣😂😅🔥""",no
2745,"""LATEST EXCLUSIVE : #ShahRukhKhan talks about the match between #FrancevsMorocco #FRAMAR as he adds “Kursi ki peti baand ke dekhte hain 🔥” Watch him promote #Pathaan on Match Centre LIVE at the #FIFA Finals on 18th December. #FIFAWorldCup #FIFAWorldCup2022Qatar #DeepikaPadukone https://t.co/7u14AebZam""",yes
2746,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
2747,"""Messi is going to lift the world cup trophy this time!
Vamos messi! 
Vamos argentina!
#ArgentinaVsFrance 
#FIFAWorldCup https://t.co/9P5RcejnZN""",no
2748,"""Never. Stop. Believing. 🇰🇷

#FIFAWorldCup | #Qatar2022""",no
2749,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
2750,"""#Pathaan is going massive🔥🔥""",no
2751,"""I am available now...
0547592810 watsapp
#massage_vip_riyadh #MassageFullBodyMassage #MassageFullBodyMassage #massagefullservice #Riyadh #riyadh_massage_vip #MassageFullBodyMassage #bodytobodymassage #AlHilal #FIFAWorldCup https://t.co/OdR4ntTnPA""",no
2752,"""#FIFAWorldCup Legend ❤️ https://t.co/ykrHdPOcvI""",no
2753,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
2754,"""🇦🇷 Leo Messi - 5 goals
🇦🇷 Julian Alvarez - 4 goals

🇫🇷 Kylian Mbappe - 5 goals
🇫🇷 Olivier Giroud - 4 goals

Which duo gets the win on Sunday ? ⤵️⤵️⤵️#FifaWorldCup https://t.co/HpE5XbJ6uH""",no
2755,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
2756,"""Imagine Karime Benzema scoring winner against Argentina in #FIFAWorldCup final. 😃 https://t.co/zafLGTeFqN""",no
2757,"""Uncivilized fans of this sports still don't know how to handle an outcome. Cricket clear. Now we wait for random YouTube rant to sleep peacefully.""",no
2758,"""EL GOAT #FIFAWorldCup 🐐🐐🐐♥️💯 https://t.co/mxA6c9IiYD""",no
